room_type,city,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,latitude,longitude,rooms_per_host,population,city_size,log_price
Entire home/apt,Brussel,Elsene,5,5,2,1,35,50.816741,4.352337,1,1019022,large,3.5553480614894135
Entire home/apt,Brussel,Ukkel,16,4,4,1,31,50.811969,4.364533,1,1019022,large,3.4339872044851463
Entire home/apt,Brussel,Etterbeek,6,4.5,2,1,22,50.832015,4.380126,1,1019022,large,3.091042453358316
Entire home/apt,Brussel,Brussel,4,3.5,2,0,41,50.832147,4.355029,4,1019022,large,3.713572066704308
Entire home/apt,Kortrijk,Kortrijk,0,NA,4,2,30,50.835677,3.279617,1,73879,small,3.4011973816621555
Entire home/apt,Liège,Neupré,0,NA,2,1,25,50.538146,5.493684,1,182597,large,3.2188758248682006
Entire home/apt,Liège,Liège,17,4.5,2,0,30,50.632769,5.583404,2,182597,large,3.4011973816621555
Entire home/apt,Dinant,Rochefort,0,NA,2,1,30,50.094201,5.168534,1,NA,NA,3.4011973816621555
Entire home/apt,Brussel,Ukkel,9,4.5,4,1,35,50.797731,4.326558,1,1019022,large,3.5553480614894135
Entire home/apt,Liège,Liège,2,NA,1,0,25,50.636534,5.558152,2,182597,large,3.2188758248682006
Entire home/apt,Hasselt,Ham,5,4,10,3,24,51.08618,5.140332,1,69222,small,3.1780538303479458
Entire home/apt,Brussel,Sint-Gillis,150,4,3,1,27,50.824652,4.344338,1,1019022,large,3.295836866004329
Entire home/apt,Brussel,Elsene,20,4,3,0,35,50.82538,4.364796,1,1019022,large,3.5553480614894135
Entire home/apt,Liège,Liège,0,NA,2,1,41,50.607929,5.570618,3,182597,large,3.713572066704308
Entire home/apt,Brussel,Etterbeek,16,5,2,0,34,50.830689,4.383666,2,1019022,large,3.5263605246161616
Entire home/apt,Leuven,Rotselaar,2,NA,3,2,21,50.979435,4.752076,2,92892,small,3.044522437723423
Entire home/apt,Brussel,Etterbeek,6,4.5,4,1,36,50.835187,4.390262,1,1019022,large,3.58351893845611
Entire home/apt,Brussel,Brussel,15,4.5,2,1,33,50.838501,4.351804,1,1019022,large,3.4965075614664802
Entire home/apt,Brussel,Etterbeek,23,4,2,1,34,50.835739,4.391643,3,1019022,large,3.5263605246161616
Entire home/apt,Brussel,Brussel,71,4,2,0,30,50.853059,4.355239,3,1019022,large,3.4011973816621555
Entire home/apt,Antwerpen,Antwerpen,0,NA,4,2,38,51.211523,4.425167,1,459805,large,3.6375861597263857
Entire home/apt,Brussel,Ukkel,0,NA,2,0,33,50.809688,4.357955,2,1019022,large,3.4965075614664802
Entire home/apt,Brugge,Knokke-Heist,53,4.5,4,1,38,51.34043,3.238187,1,116709,large,3.6375861597263857
Entire home/apt,Dinant,Hastière,1,NA,6,2,24,50.208199,4.794764,1,NA,NA,3.1780538303479458
Entire home/apt,Diksmuide,Diksmuide,155,4.5,2,2,30,51.077404,2.864941,1,15515,small,3.4011973816621555
Entire home/apt,Namur,Gembloux,0,NA,2,0,39,50.505504,4.685932,1,106284,large,3.6635616461296463
Entire home/apt,Brussel,Brussel,1,NA,2,0,39,50.832827,4.354368,4,1019022,large,3.6635616461296463
Entire home/apt,Brussel,Sint-Gillis,1,NA,1,1,24,50.831263,4.349401,2,1019022,large,3.1780538303479458
Entire home/apt,Brussel,Brussel,0,NA,1,1,41,50.838952,4.348839,1,1019022,large,3.713572066704308
Entire home/apt,Brussel,Oudergem,26,4.5,2,0,34,50.819711,4.401336,1,1019022,large,3.5263605246161616
Entire home/apt,Brussel,Schaarbeek,92,4.5,3,0,31,50.866686,4.36974,1,1019022,large,3.4339872044851463
Entire home/apt,Mons,Mons,29,4,2,0,38,50.466478,3.956473,3,91277,small,3.6375861597263857
Entire home/apt,Brussel,Brussel,131,4.5,2,0,36,50.853234,4.351465,3,1019022,large,3.58351893845611
Entire home/apt,Brussel,Anderlecht,30,4.5,3,1,41,50.830543,4.308255,1,1019022,large,3.713572066704308
Entire home/apt,Nivelles,Grez-Doiceau,31,4.5,16,5,40,50.760982,4.689946,1,24149,small,3.6888794541139363
Entire home/apt,Leuven,Leuven,4,5,2,1,40,50.871215,4.70294,1,92892,small,3.6888794541139363
Entire home/apt,Brussel,Vorst,0,NA,2,1,35,50.825217,4.332192,1,1019022,large,3.5553480614894135
Entire home/apt,Leuven,Leuven,6,4,2,1,34,50.877904,4.691185,1,92892,small,3.5263605246161616
Entire home/apt,Brussel,Etterbeek,23,3.5,2,1,34,50.834528,4.386688,3,1019022,large,3.5263605246161616
Entire home/apt,Brussel,Elsene,0,NA,2,1,40,50.835179,4.371262,1,1019022,large,3.6888794541139363
Entire home/apt,Brussel,Brussel,16,5,2,0,41,50.897454,4.36356,2,1019022,large,3.713572066704308
Entire home/apt,Nivelles,Ottignies-Louvain-la-Neuve,0,NA,1,0,34,50.664596,4.606208,2,24149,small,3.5263605246161616
Entire home/apt,Antwerpen,Antwerpen,2,NA,2,0,39,51.174928,4.404037,1,459805,large,3.6635616461296463
Entire home/apt,Liège,Liège,0,NA,4,0,41,50.630297,5.570797,1,182597,large,3.713572066704308
Entire home/apt,Brussel,Brussel,0,NA,2,0,19,50.821263,4.363105,1,1019022,large,2.9444389791664403
Entire home/apt,Brussel,Oudergem,17,4,2,1,24,50.814152,4.43251,1,1019022,large,3.1780538303479458
Entire home/apt,Brussel,Elsene,12,5,2,2,41,50.821876,4.369997,1,1019022,large,3.713572066704308
Entire home/apt,Brussel,Watermaal-Bosvoorde,0,NA,2,1,18,50.808391,4.394285,1,1019022,large,2.8903717578961645
Entire home/apt,Brussel,Sint-Gillis,0,NA,2,1,35,50.823564,4.351522,1,1019022,large,3.5553480614894135
Private room,Mons,Mons,0,NA,2,1,448,50.454974,3.948996,1,91277,small,6.104793232414985
Private room,Philippeville,Cerfontaine,0,NA,2,1,458,50.170477,4.41565,1,NA,NA,6.126869184114185
Private room,Antwerpen,Rumst,0,NA,2,1,413,51.109552,4.379168,1,459805,large,6.023447592961033
Private room,Charleroi,Fleurus,0,NA,2,1,464,50.463634,4.528783,1,200132,large,6.139884552226255
Private room,Leuven,Tielt-Winge,0,NA,2,1,470,50.903759,4.874531,1,92892,small,6.152732694704104
Private room,Charleroi,Charleroi,0,NA,2,1,459,50.457652,4.495358,1,200132,large,6.129050210060545
Private room,Thuin,Beaumont,0,NA,2,1,460,50.189934,4.270687,1,NA,NA,6.131226489483141
Private room,Nivelles,Wavre,0,NA,2,1,469,50.686151,4.618464,1,24149,small,6.150602768446279
Private room,Ieper,Ieper,0,NA,4,1,212,50.851158,2.893136,2,35089,small,5.356586274672012
Private room,Brussel,Brussel,2,NA,6,2,211,50.840565,4.354678,20,1019022,large,5.351858133476067
Private room,Eeklo,Zelzate,0,NA,2,1,268,51.188426,3.80371,1,19116,small,5.5909869805108565
Private room,Mechelen,Willebroek,0,NA,2,1,236,51.082885,4.378393,3,77530,small,5.4638318050256105
Private room,Halle-Vilvoorde,Meise,0,NA,2,1,236,50.93957,4.305625,1,NA,NA,5.4638318050256105
Private room,Verviers,Weismes,0,NA,8,4,283,50.473602,6.108016,1,52824,small,5.645446897643238
Private room,Antwerpen,Antwerpen,0,NA,4,1,295,51.218864,4.399699,10,459805,large,5.68697535633982
Private room,Kortrijk,Kuurne,0,NA,2,1,295,50.864956,3.27173,1,73879,small,5.68697535633982
Private room,Ieper,Langemark-Poelkapelle,0,NA,6,1,271,50.917533,2.95764,3,35089,small,5.602118820879701
Private room,Liège,Soumagne,7,5,16,1,248,50.624901,5.761046,1,182597,large,5.5134287461649825
Private room,Antwerpen,Boom,1,NA,2,1,230,51.085638,4.384948,4,459805,large,5.438079308923196
Private room,Brussel,Ukkel,4,4.5,4,1,226,50.798713,4.356519,5,1019022,large,5.420534999272286
Private room,Marche-en-Famenne,Marche-en-Famenne,0,NA,4,1,212,50.201446,5.25534,3,16856,small,5.356586274672012
Private room,Gent,Gent,0,NA,2,1,230,51.053081,3.715786,1,231493,large,5.438079308923196
Private room,Brugge,Zuienkerke,1,NA,4,1,230,51.265311,3.181977,2,116709,large,5.438079308923196
Private room,Verviers,Jalhay,0,NA,2,1,224,50.481571,5.987987,2,52824,small,5.4116460518550396
Private room,Antwerpen,Antwerpen,0,NA,4,1,295,51.219891,4.400134,10,459805,large,5.68697535633982
Private room,Tielt,Ruiselede,7,5,5,2,235,51.043853,3.443765,1,19299,small,5.459585514144159
Private room,Dinant,Anhée,0,NA,2,1,230,50.301252,4.751587,9,NA,NA,5.438079308923196
Private room,Dinant,Anhée,0,NA,2,1,230,50.300792,4.752772,9,NA,NA,5.438079308923196
Private room,Dinant,Gedinne,0,NA,9,1,236,50.022442,4.872507,2,NA,NA,5.4638318050256105
Private room,Kortrijk,Avelgem,0,NA,2,1,265,50.765887,3.441575,1,73879,small,5.579729825986222
Private room,Antwerpen,Boom,0,NA,3,1,236,51.089147,4.393871,1,459805,large,5.4638318050256105
Private room,Antwerpen,Boom,0,NA,3,1,224,51.105175,4.374554,2,459805,large,5.4116460518550396
Private room,Marche-en-Famenne,Marche-en-Famenne,6,4.5,12,4,212,50.191472,5.440287,1,16856,small,5.356586274672012
Private room,Mechelen,Puurs,1,NA,5,1,212,51.083476,4.345658,7,77530,small,5.356586274672012
Private room,Dinant,Anhée,0,NA,2,1,247,50.299745,4.751465,9,NA,NA,5.5093883366279774
Private room,Philippeville,Doische,0,NA,6,3,247,50.182217,4.759943,4,NA,NA,5.5093883366279774
Private room,Brugge,Knokke-Heist,17,5,6,3,260,51.337573,3.30331,1,116709,large,5.560681631015528
Private room,Brugge,Oostkamp,7,4.5,6,1,283,51.163348,3.255686,7,116709,large,5.645446897643238
Private room,Tielt,Tielt,1,NA,8,3,295,50.996368,3.315802,2,19299,small,5.68697535633982
Private room,Antwerpen,Boom,1,NA,3,1,230,51.101188,4.376852,2,459805,large,5.438079308923196
Private room,Namur,Assesse,0,NA,4,1,218,50.348991,4.959152,2,106284,large,5.384495062789089
Private room,Antwerpen,Antwerpen,0,NA,2,1,230,51.215971,4.400479,1,459805,large,5.438079308923196
Private room,Nivelles,Villers-la-Ville,0,NA,4,1,295,50.571014,4.54245,1,24149,small,5.68697535633982
Private room,Maaseik,Lommel,1,NA,2,1,224,51.228705,5.316397,2,23684,small,5.4116460518550396
Private room,Gent,Gent,2,NA,2,1,236,51.03113,3.683483,1,231493,large,5.4638318050256105
Private room,Turnhout,Baarle-Hertog,3,4.5,10,4,288,51.443157,4.932588,5,39654,small,5.662960480135946
Private room,Antwerpen,Boom,0,NA,4,1,295,51.085718,4.385115,8,459805,large,5.68697535633982
Private room,Brussel,Jette,0,NA,2,1,258,50.871725,4.341434,1,1019022,large,5.552959584921617
Private room,Verviers,Stavelot,0,NA,2,1,224,50.419533,5.983755,3,52824,small,5.4116460518550396
Private room,Antwerpen,Rumst,0,NA,3,1,236,51.077693,4.452722,2,459805,large,5.4638318050256105
Private room,Gent,Gent,0,NA,2,0,236,51.06974,3.780235,1,231493,large,5.4638318050256105
Private room,Gent,Gent,0,NA,2,1,283,51.018398,3.686641,1,231493,large,5.645446897643238
Private room,Antwerpen,Boom,0,NA,2,1,283,51.09339,4.376084,2,459805,large,5.645446897643238
Private room,Antwerpen,Aartselaar,0,NA,2,1,236,51.132859,4.390286,2,459805,large,5.4638318050256105
Private room,Dinant,Somme-Leuze,4,4.5,2,1,211,50.276483,5.348988,1,NA,NA,5.351858133476067
Private room,Antwerpen,Boom,0,NA,2,1,260,51.105931,4.372271,1,459805,large,5.560681631015528
Private room,Antwerpen,Boom,0,NA,4,1,236,51.099961,4.387192,1,459805,large,5.4638318050256105
Private room,Philippeville,Couvin,3,5,2,1,212,50.06181,4.495059,6,NA,NA,5.356586274672012
Private room,Halle-Vilvoorde,Zemst,0,NA,2,1,187,50.99276,4.528569,4,NA,NA,5.231108616854587
Private room,Brugge,Jabbeke,0,NA,3,1,188,51.186942,3.142896,2,116709,large,5.236441962829949
Private room,Halle-Vilvoorde,Zemst,0,NA,2,1,187,50.993375,4.530048,4,NA,NA,5.231108616854587
Private room,Brussel,Ukkel,0,NA,2,1,195,50.802897,4.339473,5,1019022,large,5.272999558563747
Private room,Gent,Lovendegem,0,NA,3,0,187,51.107767,3.642855,1,231493,large,5.231108616854587
Private room,Brugge,Brugge,1,NA,2,1,206,51.207773,3.229734,2,116709,large,5.327876168789581
Private room,Nivelles,Waterloo,0,NA,4,1,201,50.730267,4.401224,1,24149,small,5.303304908059076
Private room,Brugge,Oostkamp,6,5,4,1,195,51.096466,3.222324,2,116709,large,5.272999558563747
Private room,Veurne,Nieuwpoort,0,NA,4,2,188,51.110927,2.761929,4,NA,NA,5.236441962829949
Private room,Brugge,Knokke-Heist,6,5,2,1,195,51.340157,3.237811,2,116709,large,5.272999558563747
Private room,Kortrijk,Kortrijk,0,NA,2,1,188,50.764969,3.220465,9,73879,small,5.236441962829949
Private room,Halle-Vilvoorde,Zemst,0,NA,2,1,187,50.993346,4.529506,4,NA,NA,5.231108616854587
Private room,Nivelles,Waterloo,0,NA,4,1,195,50.703186,4.411351,5,24149,small,5.272999558563747
Private room,Antwerpen,Boom,0,NA,9,5,195,51.097688,4.378477,6,459805,large,5.272999558563747
Private room,Dinant,Anhée,0,NA,2,1,206,50.299436,4.753121,9,NA,NA,5.327876168789581
Private room,Verviers,Lierneux,0,NA,7,3,206,50.308986,5.807163,2,52824,small,5.327876168789581
Private room,Antwerpen,Antwerpen,0,NA,4,1,188,51.204086,4.401485,2,459805,large,5.236441962829949
Private room,Antwerpen,Boom,0,NA,2,1,195,51.092677,4.378188,3,459805,large,5.272999558563747
Private room,Verviers,Malmedy,0,NA,5,1,185,50.41316,6.056837,5,52824,small,5.220355825078324
Private room,Brugge,Brugge,9,5,2,1,186,51.210014,3.231877,2,116709,large,5.225746673713202
Private room,Brussel,Brussel,25,4,3,1,206,50.841508,4.369256,1,1019022,large,5.327876168789581
Private room,Mechelen,Willebroek,1,NA,4,2,195,51.082134,4.378701,3,77530,small,5.272999558563747
Private room,Namur,Namur,0,NA,2,1,195,50.460672,4.869988,5,106284,large,5.272999558563747
Private room,Kortrijk,Zwevegem,0,NA,2,1,188,50.79088,3.442703,2,73879,small,5.236441962829949
Private room,Mechelen,Willebroek,1,NA,2,1,195,51.084625,4.372831,2,77530,small,5.272999558563747
Private room,Antwerpen,Boom,0,NA,2,1,195,51.097294,4.378448,6,459805,large,5.272999558563747
Private room,Dinant,Dinant,1,NA,5,1,201,50.274388,4.960559,1,NA,NA,5.303304908059076
Private room,Brugge,Brugge,7,5,2,1,186,51.209773,3.232793,2,116709,large,5.225746673713202
Private room,Tournai,Estaimpuis,5,5,2,1,201,50.682531,3.312004,1,67721,small,5.303304908059076
Private room,Turnhout,Oud-Turnhout,2,NA,2,1,188,51.301908,5.029995,1,39654,small,5.236441962829949
Private room,Mechelen,Willebroek,2,NA,2,1,195,51.082913,4.372766,2,77530,small,5.272999558563747
Private room,Antwerpen,Antwerpen,1,NA,3,1,201,51.308222,4.428139,6,459805,large,5.303304908059076
Private room,Brugge,Brugge,3,5,2,1,195,51.21053,3.229985,1,116709,large,5.272999558563747
Private room,Antwerpen,Boom,0,NA,2,0,195,51.095519,4.376712,6,459805,large,5.272999558563747
Private room,Antwerpen,Boom,0,NA,2,1,201,51.095016,4.352005,1,459805,large,5.303304908059076
Private room,Antwerpen,Boom,0,NA,2,1,195,51.105377,4.374927,2,459805,large,5.272999558563747
Private room,Antwerpen,Boom,0,NA,2,1,195,51.096787,4.378253,6,459805,large,5.272999558563747
Private room,Antwerpen,Boom,0,NA,2,1,195,51.096566,4.377496,6,459805,large,5.272999558563747
Private room,Tongeren,Riemst,0,NA,2,2,147,50.808624,5.669788,1,29816,small,4.990432586778736
Private room,Brugge,Brugge,0,NA,2,1,159,51.206795,3.22716,1,116709,large,5.0689042022202315
Private room,Mechelen,Bornem,0,NA,5,2,177,51.094016,4.266418,4,77530,small,5.176149732573829
Private room,Verviers,Thimister-Clermont,2,NA,2,1,171,50.656328,5.824466,3,52824,small,5.14166355650266
Private room,Leuven,Huldenberg,0,NA,2,1,159,50.817185,4.623199,1,92892,small,5.0689042022202315
Private room,Veurne,Koksijde,5,4.5,4,1,177,51.139926,2.728216,4,NA,NA,5.176149732573829
Private room,Marche-en-Famenne,Durbuy,0,NA,2,1,165,50.353249,5.457966,4,16856,small,5.10594547390058
Private room,Marche-en-Famenne,Durbuy,0,NA,2,1,165,50.353355,5.45702,4,16856,small,5.10594547390058
Private room,Brussel,Brussel,0,NA,4,1,177,50.854279,4.344158,2,1019022,large,5.176149732573829
Private room,Dendermonde,Dendermonde,0,NA,2,1,177,51.047403,4.106363,1,43055,small,5.176149732573829
Private room,Brugge,Brugge,0,NA,2,1,153,51.209295,3.234594,2,116709,large,5.030437921392435
Private room,Antwerpen,Antwerpen,1,NA,2,1,164,51.20819,4.395965,1,459805,large,5.099866427824199
Private room,Antwerpen,Boom,2,NA,2,1,177,51.094701,4.385505,2,459805,large,5.176149732573829
Private room,Gent,Oosterzele,0,NA,2,1,159,50.925253,3.790545,1,231493,large,5.0689042022202315
Private room,Gent,Gent,3,5,3,1,159,51.074761,3.757008,2,231493,large,5.0689042022202315
Private room,Hasselt,Lummen,0,NA,2,1,153,51.015694,5.207442,1,69222,small,5.030437921392435
Private room,Brugge,Brugge,0,NA,2,1,147,51.204976,3.301195,1,116709,large,4.990432586778736
Private room,Oostende,Oostende,7,4.5,2,3,165,51.221327,2.9042,1,69011,small,5.10594547390058
Private room,Brussel,Brussel,0,NA,1,1,165,50.841078,4.356248,3,1019022,large,5.10594547390058
Private room,Antwerpen,Antwerpen,1,NA,2,1,153,51.218579,4.398496,4,459805,large,5.030437921392435
Private room,Brugge,Brugge,0,NA,5,1,153,51.295731,3.200586,3,116709,large,5.030437921392435
Private room,Verviers,Büllingen,0,NA,2,1,153,50.407323,6.262146,11,52824,small,5.030437921392435
Private room,Ieper,Langemark-Poelkapelle,0,NA,3,1,147,50.917616,2.956467,3,35089,small,4.990432586778736
Private room,Antwerpen,Antwerpen,1,NA,2,1,165,51.220108,4.399001,10,459805,large,5.10594547390058
Private room,Verviers,Plombières,0,NA,2,1,171,50.706089,5.963097,1,52824,small,5.14166355650266
Private room,Antwerpen,Antwerpen,0,NA,2,1,159,51.218744,4.39835,4,459805,large,5.0689042022202315
Private room,Brussel,Brussel,1,NA,3,1,165,50.84251,4.355033,3,1019022,large,5.10594547390058
Private room,Verviers,Stoumont,0,NA,4,1,150,50.418419,5.761545,3,52824,small,5.0106352940962555
Private room,Brussel,Brussel,4,3.5,2,1,152,50.840484,4.35673,3,1019022,large,5.0238805208462765
Private room,Brugge,Brugge,3,4,4,0,147,51.20973,3.224689,1,116709,large,4.990432586778736
Private room,Antwerpen,Antwerpen,1,NA,2,1,147,51.220308,4.399534,10,459805,large,4.990432586778736
Private room,Marche-en-Famenne,Erezée,0,NA,2,1,176,50.293087,5.557623,1,16856,small,5.170483995038151
Private room,Oostende,De Haan,0,NA,2,1,147,51.276292,3.02965,3,69011,small,4.990432586778736
Entire home/apt,Brussel,Elsene,0,NA,2,0,38,50.831956,4.370373,2,1019022,large,3.6375861597263857
Entire home/apt,Brussel,Ukkel,0,NA,2,1,35,50.816034,4.34357,1,1019022,large,3.5553480614894135
Entire home/apt,Liège,Liège,0,NA,1,0,41,50.643302,5.589656,6,182597,large,3.713572066704308
Entire home/apt,Waremme,Lincent,12,5,6,3,35,50.738724,5.033109,1,NA,NA,3.5553480614894135
Entire home/apt,Brussel,Sint-Gillis,154,4,4,1,39,50.831906,4.341688,3,1019022,large,3.6635616461296463
Entire home/apt,Brussel,Elsene,96,4.5,2,0,32,50.819418,4.371636,1,1019022,large,3.4657359027997265
Entire home/apt,Liège,Liège,14,5,2,1,27,50.647016,5.59204,1,182597,large,3.295836866004329
Entire home/apt,Antwerpen,Antwerpen,51,5,3,0,41,51.222913,4.40505,1,459805,large,3.713572066704308
Private room,Brussel,Sint-Gillis,6,5,6,3,153,50.829289,4.340296,3,1019022,large,5.030437921392435
Private room,Gent,Gent,2,NA,2,1,177,51.056156,3.709819,3,231493,large,5.176149732573829
Private room,Brugge,Brugge,0,NA,2,1,153,51.205582,3.221201,4,116709,large,5.030437921392435
Private room,Waremme,Faimes,1,NA,2,1,171,50.636021,5.229692,7,NA,NA,5.14166355650266
Private room,Antwerpen,Boom,2,NA,3,1,171,51.086445,4.388832,3,459805,large,5.14166355650266
Private room,Ieper,Poperinge,0,NA,2,1,147,50.817458,2.763051,2,35089,small,4.990432586778736
Private room,Namur,Namur,0,NA,2,1,171,50.460632,4.87006,5,106284,large,5.14166355650266
Private room,Virton,Etalle,2,NA,5,1,177,49.673118,5.6631,4,NA,NA,5.176149732573829
Private room,Gent,Gent,1,NA,2,1,153,51.056238,3.712988,3,231493,large,5.030437921392435
Private room,Brussel,Brussel,1,NA,2,1,177,50.834051,4.355217,4,1019022,large,5.176149732573829
Private room,Aalst,Aalst,0,NA,2,1,165,50.957136,4.027512,4,77534,small,5.10594547390058
Private room,Brussel,Brussel,16,4.5,6,2,146,50.851523,4.35443,97,1019022,large,4.983606621708336
Private room,Gent,Gent,9,5,2,1,177,51.054482,3.728424,3,231493,large,5.176149732573829
Private room,Gent,Gent,0,NA,2,1,136,51.054883,3.72302,3,231493,large,4.912654885736052
Private room,Brussel,Ukkel,0,NA,2,1,136,50.802963,4.339302,1,1019022,large,4.912654885736052
Private room,Diksmuide,Kortemark,0,NA,2,1,141,51.016965,3.014614,4,15515,small,4.948759890378168
Private room,Veurne,Koksijde,0,NA,2,1,125,51.116195,2.680325,2,NA,NA,4.8283137373023015
Private room,Brussel,Oudergem,0,NA,2,1,130,50.817183,4.437229,1,1019022,large,4.867534450455582
Private room,Gent,Merelbeke,0,NA,4,1,130,50.96531,3.7572,4,231493,large,4.867534450455582
Private room,Brugge,Brugge,0,NA,2,1,136,51.203482,3.227503,2,116709,large,4.912654885736052
Private room,Gent,Gavere,0,NA,3,1,141,50.94408,3.66594,4,231493,large,4.948759890378168
Private room,Gent,Gent,0,NA,2,1,141,51.067786,3.679354,2,231493,large,4.948759890378168
Private room,Antwerpen,Antwerpen,0,NA,2,1,129,51.283349,4.418786,1,459805,large,4.859812404361672
Private room,Hasselt,Hasselt,0,NA,2,2,141,50.923416,5.339987,1,69222,small,4.948759890378168
Private room,Oostende,De Haan,1,NA,2,1,130,51.26368,3.022172,4,69011,small,4.867534450455582
Private room,Ieper,Ieper,18,5,2,1,130,50.847845,2.889604,2,35089,small,4.867534450455582
Private room,Veurne,Koksijde,2,NA,2,1,130,51.139992,2.728976,4,NA,NA,4.867534450455582
Private room,Gent,Gent,0,NA,2,1,141,51.068423,3.679805,2,231493,large,4.948759890378168
Private room,Gent,Gavere,0,NA,3,1,141,50.945322,3.668051,4,231493,large,4.948759890378168
Private room,Brugge,Brugge,0,NA,3,1,130,51.209286,3.217131,1,116709,large,4.867534450455582
Private room,Gent,Gent,13,5,3,1,130,51.047874,3.714964,1,231493,large,4.867534450455582
Private room,Gent,Gavere,0,NA,3,1,141,50.943544,3.667656,4,231493,large,4.948759890378168
Private room,Brugge,Brugge,21,4.5,4,1,129,51.178009,3.233157,7,116709,large,4.859812404361672
Private room,Brugge,Brugge,0,NA,2,1,130,51.211477,3.229255,4,116709,large,4.867534450455582
Private room,Brussel,Elsene,1,NA,6,2,129,50.838336,4.360767,97,1019022,large,4.859812404361672
Private room,Gent,Gent,7,5,6,1,141,51.056213,3.714417,7,231493,large,4.948759890378168
Private room,Brugge,Brugge,5,5,2,1,136,51.209383,3.219719,2,116709,large,4.912654885736052
Private room,Antwerpen,Boom,0,NA,4,2,136,51.096457,4.373694,1,459805,large,4.912654885736052
Private room,Halle-Vilvoorde,Grimbergen,0,NA,2,1,141,50.951182,4.366334,1,NA,NA,4.948759890378168
Private room,Dinant,Anhée,0,NA,2,1,140,50.354604,4.843975,2,NA,NA,4.941642422609304
Private room,Brugge,Jabbeke,2,NA,2,1,136,51.188415,3.143583,2,116709,large,4.912654885736052
Private room,Verviers,Malmedy,0,NA,2,1,142,50.411126,6.055943,5,52824,small,4.955827057601261
Private room,Liège,Sprimont,0,NA,4,1,116,50.545809,5.627627,2,182597,large,4.7535901911063645
Private room,Neufchâteau,Saint-Hubert,2,NA,4,1,105,50.018528,5.294382,2,NA,NA,4.653960350157523
Private room,Bastogne,Vaux-sur-Sûre,2,NA,2,1,106,49.953426,5.58457,5,NA,NA,4.663439094112067
Private room,Brussel,Ukkel,0,NA,4,1,117,50.803323,4.357771,1,1019022,large,4.762173934797756
Private room,Brussel,Elsene,0,NA,2,1,117,50.816228,4.344992,1,1019022,large,4.762173934797756
Private room,Brugge,Brugge,0,NA,2,1,105,51.206467,3.228837,1,116709,large,4.653960350157523
Private room,Veurne,Koksijde,1,NA,2,1,124,51.116316,2.680128,2,NA,NA,4.820281565605037
Private room,Kortrijk,Waregem,2,NA,2,1,106,50.868026,3.397665,1,73879,small,4.663439094112067
Private room,Tielt,Wielsbeke,0,NA,10,1,117,50.904815,3.374742,1,19299,small,4.762173934797756
Private room,Gent,Gent,0,NA,2,1,117,51.058925,3.733575,2,231493,large,4.762173934797756
Private room,Ieper,Zonnebeke,0,NA,2,1,124,50.832559,2.994661,1,35089,small,4.820281565605037
Private room,Brugge,Brugge,7,5,2,1,112,51.179845,3.272743,3,116709,large,4.718498871295094
Private room,Brugge,Brugge,9,5,2,1,118,51.212971,3.226668,1,116709,large,4.770684624465665
Private room,Verviers,Verviers,0,NA,3,1,124,50.587673,5.860434,1,52824,small,4.820281565605037
Private room,Brussel,Sint-Lambrechts-Woluwe,0,NA,2,1,116,50.842247,4.422413,1,1019022,large,4.7535901911063645
Private room,Brussel,Watermaal-Bosvoorde,4,5,2,1,112,50.804847,4.419569,4,1019022,large,4.718498871295094
Private room,Maaseik,Lommel,0,NA,4,1,112,51.242685,5.380265,6,23684,small,4.718498871295094
Private room,Brugge,Brugge,30,5,2,1,117,51.206598,3.22928,6,116709,large,4.762173934797756
Private room,Dinant,Bièvre,0,NA,2,10,116,49.847221,4.969995,1,NA,NA,4.7535901911063645
Private room,Gent,Gent,86,4.5,4,2,124,51.051807,3.73058,2,231493,large,4.820281565605037
Private room,Gent,Gent,8,4,5,2,115,51.044253,3.744697,2,231493,large,4.74493212836325
Private room,Neufchâteau,Libin,0,NA,2,1,89,50.005464,5.161208,3,NA,NA,4.48863636973214
Private room,Bastogne,Vaux-sur-Sûre,1,NA,2,0,89,49.919316,5.581354,1,NA,NA,4.48863636973214
Private room,Ieper,Ieper,1,NA,2,1,89,50.851844,2.888057,2,35089,small,4.48863636973214
Private room,Veurne,Koksijde,18,3.5,3,1,92,51.114534,2.636267,2,NA,NA,4.5217885770490405
Private room,Ieper,Heuvelland,1,NA,2,1,98,50.786985,2.789585,1,35089,small,4.584967478670572
Private room,Tournai,Péruwelz,1,NA,2,1,89,50.506921,3.588698,1,67721,small,4.48863636973214
Private room,Kortrijk,Kortrijk,1,NA,2,1,89,50.823641,3.266527,4,73879,small,4.48863636973214
Private room,Brussel,Schaarbeek,0,NA,2,1,84,50.869124,4.376689,2,1019022,large,4.430816798843313
Private room,Halle-Vilvoorde,Galmaarden,0,NA,2,1,89,50.728932,3.974023,1,NA,NA,4.48863636973214
Private room,Gent,Gent,0,NA,2,1,95,51.084232,3.69125,2,231493,large,4.553876891600541
Private room,Oudenaarde,Horebeke,1,NA,2,1,95,50.839026,3.688027,2,27935,small,4.553876891600541
Private room,Brugge,Damme,4,5,2,1,100,51.260949,3.290279,1,116709,large,4.605170185988092
Private room,Oostende,De Haan,0,NA,2,1,147,51.274503,3.030544,3,69011,small,4.990432586778736
